"ID","PMNNO","ACCNO","UID","EXP","GenericName","FLAG","ACTIVITY"
1745,"P040661",240143,,,"N-Sulfoalkyl-aminocarbonylalkenyl, polymer with alkenyloxyalkylol modified with poly(alkyloxyalkylenediyl) and poly(oxyalkylenediyl) and aminocarbonylalkenyl, sodium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1746,"P040662",249480,,,"N-Sulfoalkyl-aminocarbonylalkenyl, polymer with alkenyloxyalkylol modified with poly(oxyalkylenediyl) and aminocarbonylalkenyl, sodium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1747,"P040663",232690,,,"N-Sulfoalkyl-aminocarbonylalkenyl, polymer with alkenyloxyalkylol modified with poly(oxyalkylenediyl) and aminocarbonylalkenyl, sodium salt","PMN; XU","ACTIVE"
1748,"P040665",256496,,,"Mono-Me ether blocked methylenediphenyl diisocyanate polyurethane polymer with polyoxypropylenediamine (PROVISIONAL)","PMN; XU","INACTIVE"
1749,"P040666",277544,,,"Mono-Me ether blocked methylenediphenyl diisocyanate polyurethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1750,"P040668",242150,,,"Reactant polymer with the acrylate copolymer of (an isocyanate species and three species of acrylate polymer), and the polyurethane acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
1751,"P040669",245273,,,"Copolymer of mixed alkyl methacrylates and a substituted alkyl methacrylate (PROVISIONAL)","PMN; XU","INACTIVE"
1752,"P040672",259097,,,"Isocyanate functional polyester urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1753,"P040673",258834,,,"Alkanedicarboxylic acid, polymer with lauryllactam and poly(oxyalkylene)diamine (PROVISIONAL)","PMN; XU","ACTIVE"
1754,"P040675",238665,,,"N,N,N-Trialkyl-alkylaminium, N-aminocarbonylalkenyl, chloride, polymer with N-sulfoalkylaminocarbonylalkenyl, sodium salt and aminocarbonylalkenyl(PROVISIONAL)","PMN; XU","ACTIVE"
1755,"P040676",273097,,,"N,N,N-Trialkyl-alkylaminium, N-aminocarbonylalkenyl, chloride, polymer with N-sulfoalkylaminocarbonylalkenyl, sodium salt and aminocarbonylalkenyl(PROVISIONAL)","PMN; XU","ACTIVE"
1756,"P040681",236512,,,"Acrylic polymer with hydroxy and diamine groups (PROVISIONAL)","PMN; XU","ACTIVE"
1757,"P040690",247133,"UID-2016-00065","20260912","Methyl amino ethyl ether (PROVISIONAL)","PMN","ACTIVE"
1758,"P040692",250476,,,"Trifunctional acrylic ester","PMN; S; 5E","ACTIVE"
1759,"P040693",275071,,,"Urethane acrylate oligomer (PROVISIONAL)","PMN; XU","INACTIVE"
1760,"P040694",271488,,,"Substituted aromatic ketone (PROVISIONAL)","PMN","ACTIVE"
1761,"P040702",250783,,,"Modified silicone polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1762,"P040703",270156,,,"Spiro[isobenzofuran-1(3H),9'-[9H]polyheterocycle]-3-one, 3'-[hexyl(2-methylphenyl)amino]-6'-[(2-methylphenyl)amino]- (PROVISIONAL)","PMN","ACTIVE"
1763,"P040704",238461,,,"Polymer of carboxylic acids, glycols, and epoxy resin (PROVISIONAL)","PMN; XU","INACTIVE"
1764,"P040705",236465,,,"Polymer of carboxylic acids, glycols, and epoxy resin (PROVISIONAL)","PMN; XU","INACTIVE"
1765,"P040707",247155,,,"Organosilane ester (PROVISIONAL)","PMN","INACTIVE"
1766,"P040708",261724,,,"Telechelic polyacrylates (PROVISIONAL)","PMN; XU","ACTIVE"
1767,"P040710",251106,"UID-2020-00070","20300513","Alkyl methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1768,"P040712",231299,,,"Azole polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1769,"P040715",257477,,,"Acrylic copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1770,"P040721",271955,,,"Polysiloxane, aminoalkyl terminated polymers with urea functionality alkylcyclohexane (PROVISIONAL)","PMN; XU","ACTIVE"
1771,"P040722",265782,,,"2-Propenoic acid, telomer with ethenylbenzene and phosphate salt (PROVISIONAL)","PMN; XU","INACTIVE"
1772,"P040723",250501,,,"2-Propenoic acid, telomer with ethenylbenzene and phosphate salt, compd. with 2,2',2''-nitrilotris[ethanol] (PROVISIONAL)","PMN; XU","INACTIVE"
1773,"P040744",275515,,,"Acrylate copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
1774,"P040746",258378,,,"Amino phenolic reaction product with polyvinylphenol (PROVISIONAL)","PMN; XU","ACTIVE"
1775,"P040749",271499,,,"Alkenoic acid, polymer with poly(oxyalkylene) alkenyl ether, sodiumsalt (PROVISIONAL)","PMN; XU","ACTIVE"
1776,"P040756",268612,,,"Chlorinated quinolinesulfonic acid derivative (PROVISIONAL)","PMN","ACTIVE"
1777,"P040758",259188,"UID-2021-00032","20310127","Blocked polymeric isocyanate","PMN; S","ACTIVE"
1778,"P040759",271433,,,"Organic ester, polymer with 1,3-benzenedimethanamine, (chloromethyl)oxirane and 4,4'-(1-methylethylidene)bis[phenol], reaction products with aromatic isocyanate and [(methylphenoxy)methyl]oxirane (PROVISIONAL)","PMN; XU","ACTIVE"
1779,"P040760",275195,,,"Acrylic polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1780,"P040763",273586,,,"Polycarboxylate polymer with alkenyloxyalkylol modified poly(oxyalkylenediyl), calcium sodium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1781,"P040764",239873,,,"Polycarboxylate polymer with alkenyloxyalkylol modified poly(oxyalkylenediyl), sodium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1782,"P040766",269068,,,"Polymerized vegetable and fish oil with an olefin (PROVISIONAL)","PMN; XU","INACTIVE"
1783,"P040767",270189,,,"Substituted ammonium formate (PROVISIONAL)","PMN","INACTIVE"
1784,"P040776",248465,,,"Heteromonocyclo-.beta.-(2,4-dichlorophenyl)-1-propanol","PMN; S","INACTIVE"
1785,"P040778",210572,,,"Polyester polyol (PROVISIONAL)","PMN; XU","ACTIVE"
1786,"P040781",250545,,,"Acrylic polymer with hydroxyethyl phosphate, oxepanone ester, peroxoate-initiated (PROVISIONAL)","PMN; XU","ACTIVE"
1787,"P040784",258016,,,"4,4'-MDI-based polyurethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1788,"P040785",252325,,,"Isocyanate functional polyester polyether urethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1789,"P040792",234878,,,"Halo substituted hydroxy nitrophenyl amide","PMN; S","INACTIVE"
1790,"P040795",261644,,,"Isocyanate terminated urethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1791,"P040800",265282,,,"Modified styrene polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1792,"P040801",230912,"UID-2016-00263","20261031","Aluminum alkoxide complex (PROVISIONAL)","PMN","ACTIVE"
1793,"P040802",275822,,,"Isocyanate terminated urethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1794,"P040805",231222,,,"Homopolymer of amino-substituted methacrylic acid (PROVISIONAL)","PMN; XU","INACTIVE"
1795,"P040806",232236,,,"Phosphonic acid, alkyl-, alkyl ester (PROVISIONAL)","PMN","ACTIVE"
1796,"P040808",269386,,,"Aromatic polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
1797,"P040815",267937,,,"Styrene acrylic copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1798,"P040818",256430,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
1799,"P040819",246323,,,"Oil / phenolic modified resin (PROVISIONAL)","PMN; XU","INACTIVE"
1800,"P040819",223177,,,"Oil/phenolic modified resin (PROVISIONAL)","PMN; XU","INACTIVE"
1801,"P040820",263491,,,"Partly esterified and amidated poly(methacrylic acid) in water (PROVISIONAL)","PMN; XU","ACTIVE"
1802,"P040827",258254,,,"Diimidazo(substituted)triphenodioxazine-(substituted)dione, (substituted)dichloro, (substituted)diethyl, (substituted)tetrahydro (PROVISIONAL)","PMN","ACTIVE"
1803,"P040831",273633,,,"Aliphatic soluble acrylic polymer on the basis of isobutyl methacrylate (PROVISIONAL)","PMN; XU","ACTIVE"
1804,"P040833",271240,,,"Mixed long oil alkyd resin (PROVISIONAL)","PMN; XU","INACTIVE"
1805,"P040838",277395,,,"Copolymer of acrylic acid and styrene (PROVISIONAL)","PMN; XU","INACTIVE"
1806,"P040839",261213,,,"Copolymer of acrylic acid and maleic acid (PROVISIONAL)","PMN; XU","INACTIVE"
1807,"P040840",260390,,,"Copolymer of maleic acid and styrene (PROVISIONAL)","PMN; XU","INACTIVE"
1808,"P040841",274125,,,"Copolymer of maleic acid and styrene (PROVISIONAL)","PMN; XU","INACTIVE"
1809,"P040842",269115,,,"Copolymer of maleic acid and styrene (PROVISIONAL)","PMN; XU","INACTIVE"
1810,"P040843",254127,,,"Copolymer of acrylic acid and styrene (PROVISIONAL)","PMN; XU","INACTIVE"
1811,"P040845",253215,"UID-2018-00231","20280122","Alkenoic acid, polymer with alkyl methacrylate, alkenylbenzene, hydroxyalkyl methacrylate, poly(e-caprolactone) ester with hydroxy ester acrylate,peroxide-initiated (PROVISIONAL)","PMN; XU","ACTIVE"
1812,"P040846",264110,,,"Polymer of vinyl heterocycles (PROVISIONAL)","PMN; XU","ACTIVE"
1813,"P040853",273917,,,"Aluminum salt of a quinacridione derivative (PROVISIONAL)","PMN","ACTIVE"
1814,"P040856",229460,,,"Long chain alkyl sulfonic acids (PROVISIONAL)","PMN","ACTIVE"
1815,"P040857",237286,,,"Alkaryl sulfonic acid (PROVISIONAL)","PMN","INACTIVE"
1816,"P040858",246527,,,"Alkaryl sulfonic acid (PROVISIONAL)","PMN","INACTIVE"
1817,"P040862",261746,,,"Benzene alkylate (PROVISIONAL)","PMN","INACTIVE"
1818,"P040863",253668,,,"Benzene alkylate (PROVISIONAL)","PMN","INACTIVE"
1819,"P040869",231653,,,"Alkaryl sulfonic acid, metal salts (PROVISIONAL)","PMN","INACTIVE"
1820,"P040870",276347,,,"Alkaryl sulfonic acid, metal salts (PROVISIONAL)","PMN","INACTIVE"
1821,"P040873",252938,"UID-2019-00130","20290507","Acrylic polymer on the basis of isobutyl methacrylate (PROVISIONAL)","PMN; XU","ACTIVE"
1822,"P040874",275775,"UID-2019-00124","20290506","Acrylic polymer on the basis of methacrylates (PROVISIONAL)","PMN; XU","ACTIVE"
1823,"P040877",268623,,,"Substituted PPVs (poly-p-phenylen-vinylens) (PROVISIONAL)","PMN; XU","ACTIVE"
1824,"P040880",272936,,,"Carbomonocyclic carboxylic salt (PROVISIONAL)","PMN","ACTIVE"
1825,"P040884",279595,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
1826,"P040885",233886,,,"Polyester polyol (PROVISIONAL)","PMN; XU","ACTIVE"
1827,"P040888",249822,"UID-2023-00109","20301028","Isocyanate terminated polyurethane resin (PROVISIONAL)","PMN; XU","ACTIVE"
1828,"P040891",239408,,,"Isocyanate terminated polyurethane resin (PROVISIONAL)","PMN; XU","INACTIVE"
1829,"P040895",255120,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, polymers with C18-unsatd. fatty acids dimers, and an amine (PROVISIONAL)","PMN; XU","ACTIVE"
1830,"P040898",249162,,,"Alkyldiene acyclic carboxylic acid, ethyl ester (PROVISIONAL)","PMN","ACTIVE"
1831,"P040900",271284,,,"MDI based polyurethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
1832,"P040902",251253,,,"Fatty acids, C16-C18 and C18-unsatd., branched and linear, polymerswith C18-unsatd. fatty acids dimers, triethylenetetramine and an amine (PROVISIONAL)","PMN; XU","INACTIVE"
1833,"P040905",245251,,,"Polymer of vinyl heterocycle (PROVISIONAL)","PMN; XU","ACTIVE"
1834,"P040906",251082,,,"Silicone anhydride (PROVISIONAL)","PMN","INACTIVE"
1835,"P040911",252143,,,"Aryl-substituted diether propane (PROVISIONAL)","PMN","ACTIVE"
1836,"P040913",240687,,,"Silsesquioxanes (PROVISIONAL)","PMN; XU","INACTIVE"
1837,"P040914",274921,,,"Amino polyether prepolymer ester (PROVISIONAL)","PMN; XU","ACTIVE"
1838,"P040915",251026,,,"Styrene-methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1839,"P040916",235860,,,"Styrene-methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1840,"P040917",247406,,,"Styrene-methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1841,"P040922",264585,,,"Alkaryl sulfonic acid, metal salts (PROVISIONAL)","PMN","INACTIVE"
1842,"P040927",260618,,,"Alkaryl sulfonic acid (PROVISIONAL)","PMN","INACTIVE"
1843,"P040932",268703,,,"Toluene alkylate (PROVISIONAL)","PMN","INACTIVE"
1844,"P040937",243608,,,"Silsesquioxanes (PROVISIONAL)","PMN; XU","INACTIVE"
1845,"P040939",230978,,,"Polysiloxane, aminoalkyl terminated polymers with urea functionality alkylbenzene (PROVISIONAL)","PMN; XU","ACTIVE"
1846,"P040946",240994,,,"Multifunctional acrylate oligomer resin (PROVISIONAL)","PMN; XU","INACTIVE"
1847,"P040949",269864,,,"Organic acids aluminum complexes (PROVISIONAL)","PMN","ACTIVE"
1848,"P040950",261122,,,"Reaction product of substituted naphthalenesulfonic acid azo substituted phenyl amino substituted triazine compound and substituted phenyl azo substituted naphthalenesulfonic acid (PROVISIONAL)","PMN","INACTIVE"
1849,"P040952",267017,,,"Polydimethylsiloxane with aminoalkyl and polyether groups (PROVISIONAL)","PMN; XU","ACTIVE"
1850,"P040955",233320,,,"Polydimethylsiloxane with aminoalkyl and polyether groups (PROVISIONAL)","PMN; XU","ACTIVE"
1851,"P040959",241135,,,"Epoxide-amine adduct (PROVISIONAL)","PMN; XU","INACTIVE"
1852,"P050001",275913,,,"Formaldehyde, polymer with dialkylphenylamine, dialkylphenol and trimethylhexanediamine (PROVISIONAL)","PMN; S","ACTIVE"
1853,"P050002",267608,"UID-2016-00013","20260715","Methyl cyano amino ethyl ether (PROVISIONAL)","PMN","ACTIVE"
1854,"P050010",245217,"UID-2016-00014","20260715","Trimethyl bis alkylamine bis (aminoethyl) ether (PROVISIONAL)","PMN","ACTIVE"
1855,"P050014",274669,,,"Polymer of maleic anhydride and substituted alkenes, potassium salt, persulfate-initiated (PROVISIONAL)","PMN; XU","ACTIVE"
1856,"P050015",254741,,,"Modified acrylic resin (PROVISIONAL)","PMN; XU","ACTIVE"
1857,"P050017",244372,,,"Modified acrylic resin (PROVISIONAL)","PMN; XU","ACTIVE"
1858,"P050019",258425,,,"Norrish Type 1 acetophenone acetoacetic ester (PROVISIONAL)","PMN","INACTIVE"
1859,"P050026",248681,,,"Polyester isocyanate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1860,"P050028",236045,,,"Substituted pyrimidinetrione (PROVISIONAL)","PMN","ACTIVE"
1861,"P050033",248807,"UID-2016-00285","20261005","Substituted benzene (PROVISIONAL)","PMN","ACTIVE"
1862,"P050035",234210,,,"Substituted aryl acetonitrile","PMN; S","INACTIVE"
1863,"P050039",240256,,,"Diglycidyl bisphenol A trimellitic acid adduct (PROVISIONAL)","PMN; XU","ACTIVE"
1864,"P050040",262078,,,"Modified starch-acrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
1865,"P050044",259053,,,"Urethane modified polycarboxylic resin (PROVISIONAL)","PMN; XU","ACTIVE"
1866,"P050045",273257,,,"Hydroxy functional polyacrylate resin (PROVISIONAL)","PMN; XU","INACTIVE"
1867,"P050047",244383,,,"Stabilized aluminum alcoholate (PROVISIONAL)","PMN; XU","INACTIVE"
1868,"P050048",260889,,,"Phthalocyanine compound (PROVISIONAL)","PMN","ACTIVE"
1869,"P050049",272141,,,"Diglycidyl bisphenol A adduct (PROVISIONAL)","PMN; XU","INACTIVE"
1870,"P050051",247633,,,"Urethane polymer [organic isocyanate, polyester polyol, oil or fat](PROVISIONAL)","PMN; XU","ACTIVE"
1871,"P050053",253248,,,"Formic acid, compd. with (chloromethyl)oxirane polymer with alkyldiamine, 4,4'-(1-methylethylidene)bis[phenol] and tetradecyloxirane, acetate (salt) (PROVISIONAL)","PMN; XU","ACTIVE"
1872,"P050054",236432,,,"Neodecanoic acid, 1,6-hexanediylbis[imino(2-hydroxy-3,1-propanediyl)] ester, polymer with (chloromethyl)oxirane, alkyldiamine, 4,4'-(methylethylidene)bis[phenol] and 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane], reaction products with diethanolamine, acetates (salts) formates (salts) (PROVISIONAL)","PMN; XU","ACTIVE"
1873,"P050058",273495,,,"Ether amine phosphonate salt","PMN; S","INACTIVE"
1874,"P050062",262965,,,"Ether amine phosphonate salt","PMN; S","INACTIVE"
1875,"P050066",272378,,,"Polyester polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
1876,"P050069",267368,,,"Alkyl modified polysiloxane (PROVISIONAL)","PMN; XU","ACTIVE"
1877,"P050071",277873,,,"Telechelic polyacrylates (PROVISIONAL)","PMN; XU","ACTIVE"
1878,"P050072",251117,,,"Polymer of acrylate and methacrylate esters (PROVISIONAL)","PMN; XU","INACTIVE"
1879,"P050075",245831,"UID-2016-00267","20261031","Polymer of perfluoroalkylethylmethacrylate, alkylacrylate, chloroethene, and urethane methacrylate","PMN; SP; 5E","ACTIVE"
1880,"P050079",271808,,,"Potassium salt of substituted arylazo butanamide (PROVISIONAL)","PMN","ACTIVE"
1881,"P050103",239340,"UID-2023-00119","20300902","Halo phenyl amino substituted cyclohexene salt (PROVISIONAL)","PMN","ACTIVE"
1882,"P050104",238336,,,"Polyurethane (PROVISIONAL)","PMN; XU","ACTIVE"
1883,"P050107",257171,"UID-2016-00269","20261031","Polymer of perfluoroalkylethylacrylate, alkylaminomethacrylate, hydroxyalkylmethacrylate, organic acid salt","PMN; SP; 5E","ACTIVE"
1884,"P050111",238905,,,"Toluylene-diisocyanate, reaction product with benzenedimethanamine and methoxypolyethylene glycol (PROVISIONAL)","PMN; XU","ACTIVE"
1885,"P050113",236976,,,"Polyethylene-polypropylene glycol, reaction products with octadecylisocyanate (PROVISIONAL)","PMN; XU","ACTIVE"
1886,"P050121",273031,,,"Vinyl acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
1887,"P050127",230547,,,"Polymer of alkanepolyol, fatty acid derivative and disubstituted benzenes (PROVISIONAL)","PMN; XU","ACTIVE"
1888,"P050132",253986,,,"Waterborne polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
1889,"P050142",262352,,,"Alkyl acrylate, polymer with alkyl acrylate, alkylacrylamide, and alkyl acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
1890,"P050144",259780,,,"Modified phthalic acid polymer with alkylene glycol","PMN; 5E","INACTIVE"
1891,"P050157",253044,,,"2-Alkenedioic acid, polymer with sodium 2-alkene-1-sulfonate, inorganic nitrogen compound salt (PROVISIONAL)","PMN; XU","ACTIVE"
1892,"P050160",250410,,,"Polyethylene glycol ester of fatty acids (PROVISIONAL)","PMN; XU","ACTIVE"
1893,"P050161",233853,,,"Polyethylene glycol ester of fatty acids (PROVISIONAL)","PMN; XU","ACTIVE"
1894,"P050168",267493,,,"Polyester amidoamine (PROVISIONAL)","PMN","INACTIVE"
1895,"P050169",273804,,,"Maleic anhydride and acrylics modified polyolefin (PROVISIONAL)","PMN; XU","ACTIVE"
1896,"P050171",241373,,,"Copolymer of methacrylic acid, acrylic ester, vinyl ester, and hydrophobically modified vinyl oligomer, ammonium salt (PROVISIONAL)","PMN; XU","INACTIVE"
1897,"P050172",241248,,,"Copolymer of methacrylic acid, acrylic ester, vinyl ester, and hydrophobically modified vinyl oligomer, sodium salt (PROVISIONAL)","PMN; XU","INACTIVE"
1898,"P050173",267051,,,"Copolymer of methacrylic acid, methacrylic ester, acrylic ester, vinyl ester, and hydrophobically modified vinyl oligomer (PROVISIONAL)","PMN; XU","INACTIVE"
1899,"P050174",266456,,,"Copolymer of methacrylic acid, methacrylic ester, acrylic ester, vinyl ester, and hydrophobically modified vinyl oligomer, ammonium salt (PROVISIONAL)","PMN; XU","INACTIVE"
1900,"P050175",273597,,,"Copolymer of methacrylic acid, methacrylic ester, acrylic ester, vinyl ester, and hydrophobically modified vinyl oligomer, sodium salt (PROVISIONAL)","PMN; XU","INACTIVE"
1901,"P050177",239975,,,"2-Propenoic, 2-methyl-, 2-hydroxyethyl ester, reaction products with hexakis (alkoxyalkyl) melamine (PROVISIONAL)","PMN; S","INACTIVE"
1902,"P050184",239715,,,"Heteropolycyclic, 9-(2-carboxyphenyl)-3,6-bis[(2-methylphenyl)amino]-, chloride (PROVISIONAL)","PMN","INACTIVE"
1903,"P050186",269160,,,"Fatty acids, tall-oil, reaction products with 4-methyl-2-pentanone and aliphatic polyamine (PROVISIONAL)","PMN; S","ACTIVE"
1904,"P050186",241919,,,"Fatty acids, tall-oil, reaction products with (butoxymethyl) oxirane formaldehyde-phenol polymer glycidyl ether, morpholinepropanamine, propylene glycol diamine and aliphatic polyamine, N-(1,3-dimethylbutylidene) derivs.","PMN; S","ACTIVE"
1905,"P050186",269875,,,"Formaldehyde, polymer with aliphatic diamine and phenol, reaction products with 4-methyl-2-pentanone (PROVISIONAL)","PMN; S","ACTIVE"
1906,"P050194",276881,,,"Phenyl azo sulfonylphenyl copper amino sodium salt (PROVISIONAL)","PMN","INACTIVE"
1907,"P050194",253102,,,"Phenyl azo sulfonylphenyl copper sodium salt (PROVISIONAL)","PMN","INACTIVE"
1908,"P050202",250409,,,"Sulfonated azo-naphthalene derivative, sodium salt (PROVISIONAL)","PMN","INACTIVE"
1909,"P050203",249548,,,"Sulfonated azo-naphthalene derivative, mixed salt (PROVISIONAL)","PMN","INACTIVE"
1910,"P050223",267142,,,"Polycarboxylate polymer with alkenyloxyalkylol modified with poly(oxyalkylenediyl), potassium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1911,"P050224",259804,,,"Polycarboxylate polymer with alkenyloxyalkylol modified with poly(oxyalkylenediyl), calcium potassium salt (PROVISIONAL)","PMN; XU","ACTIVE"
1912,"P050226",244623,,,"Polyalkoxylated aromatic (PROVISIONAL)","PMN; XU","ACTIVE"
1913,"P050227",279982,,,"Alkoxylated aromatic amine (PROVISIONAL)","PMN; XU","ACTIVE"
1914,"P050236",248625,,,"Aromatic-modified aliphatic hydrocarbon resin (PROVISIONAL)","PMN; XU","ACTIVE"
1915,"P050238",235382,,,"1,4-Butanediol, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl) and aliphatic diisocyanate","PMN; XU","ACTIVE"
1916,"P050241",256087,,,"Glucomannan (PROVISIONAL)","PMN; XU","ACTIVE"
1917,"P050245",255937,,,"Alkyl acrylic, methacrylic, vinylic copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
1918,"P050247",230161,,,"3-Phenylimino-6-oxo-1,4-cyclohexadiene derivative (PROVISIONAL)","PMN","INACTIVE"
1919,"P050250",252303,,,"Allyl compounds, copolymers with unsaturated acids (PROVISIONAL)","PMN; XU","ACTIVE"
1920,"P050260",231879,,,"Aminoalkoxypolysiloxane (PROVISIONAL)","PMN; XU","ACTIVE"
1921,"P050264",269819,,,"Amine functional epoxy resin salted with organic acid (PROVISIONAL)","PMN; XU","ACTIVE"
1922,"P050267",255482,,,"Polydimethyl fluoroalkyl hydrogen siloxane (PROVISIONAL)","PMN; XU","ACTIVE"
1923,"P050273",239748,,,"Alkanolactone, polymer with substituted 2H-pyran-2-one, 2-(2-butoxyethoxy)ethyl ester, phosphate (PROVISIONAL)","PMN; XU","ACTIVE"
1924,"P050275",271557,,,"Di(alkyl phenyl) iodonium hexafluoroantimonate (PROVISIONAL)","PMN","INACTIVE"
1925,"P050279",275366,,,"Polyurethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
